SGC,cSBM_data_phi_-0.75,0.025,0.025,0.1,0.002,0.0005,60.5725110503052,2.202808559071645,61.519999999999996
SGC,cSBM_data_phi_-0.75,0.6,0.2,0.1,0.002,0.0005,78.52,1.7086837039077787,77.95000000000002
MLP,cSBM_data_phi_-0.75,0.025,0.025,0.1,0.002,0.0005,54.14649547463692,1.825917734847213,53.91999999999999
MLP,cSBM_data_phi_-0.75,0.6,0.2,0.1,0.002,0.0005,67.86999999999999,1.388560405599984,67.12
JKNet,cSBM_data_phi_-0.75,0.025,0.025,0.1,0.002,0.0005,51.8753946537571,2.5957679783436913,52.80000000000001
JKNet,cSBM_data_phi_-0.75,0.6,0.2,0.1,0.002,0.0005,89.97,5.743178562433872,90.04
APPNP,cSBM_data_phi_-0.75,0.025,0.025,0.1,0.002,0.0005,49.72216375499895,0.2823990851993069,52.400000000000006
APPNP,cSBM_data_phi_-0.75,0.6,0.2,0.1,0.002,0.0005,49.36,0.5834380858325934,50.03999999999999
GPRGNN,cSBM_data_phi_-0.75,0.025,0.025,0.1,0.002,0.0005,49.543254051778575,0.4401842507992366,52.88
GPRGNN,cSBM_data_phi_-0.75,0.6,0.2,0.1,0.002,0.0005,97.44,0.4294182110716781,97.88
GCN,cSBM_data_phi_-0.75,0.025,0.025,0.1,0.002,0.0005,61.51547042727847,0.4927437205537176,61.75999999999999
GCN,cSBM_data_phi_-0.75,0.6,0.2,0.1,0.002,0.0005,83.88,1.3036870790185822,83.77999999999999
GAT,cSBM_data_phi_-0.75,0.025,0.025,0.1,0.002,0.0005,61.31972216375501,1.0424300533609336,60.0
GAT,cSBM_data_phi_-0.75,0.6,0.2,0.1,0.002,0.0005,87.62,1.6406096427852679,88.35000000000001
ChebNet,cSBM_data_phi_-0.75,0.025,0.025,0.1,0.002,0.0005,70.72616291307095,3.107241962162478,70.87999999999998
ChebNet,cSBM_data_phi_-0.75,0.6,0.2,0.1,0.002,0.0005,95.18999999999998,0.7354590403278765,94.95000000000002
