GCN,cora,0.1,0.002,0.0005,75.86381322957199,1.999337503258816,76.76470588235293
GCN,citeseer,0.1,0.002,0.0005,67.49683544303798,1.6029316646341905,69.63855421686746
GCN,pubmed,0.1,0.002,0.0005,83.96807601964552,0.5596397731057375,83.59026369168359
GCN,computers,0.1,0.002,0.0005,69.75283134374044,2.1843663213644473,70.34883720930232
GCN,photo,0.1,0.002,0.0005,81.72560891702216,2.8145334947322844,81.88481675392669
GCN,chameleon,0.1,0.002,0.0005,57.68052516411378,3.1225927289896225,56.96703296703295
GCN,film,0.1,0.002,0.0005,29.88600379987334,1.0775431070985526,29.74342105263158
GCN,squirrel,0.1,0.002,0.0005,34.54370797310279,1.1711623941693117,35.55769230769231
GCN,texas,0.1,0.002,0.0005,68.68852459016391,4.77665648666671,72.97297297297298
GCN,cornell,0.1,0.002,0.0005,57.540983606557376,6.534797189506475,57.567567567567565
GAT,cora,0.1,0.002,0.0005,77.5136186770428,1.0474734188599808,79.26470588235294
GAT,citeseer,0.1,0.002,0.0005,67.0506329113924,1.382502184337213,70.36144578313251
