GPRGNN,cora,0.025,0.025,0.1,0.01,0.0005,75.58754863813229,1.1605771811821044,73.97058823529412
GPRGNN,citeseer,0.025,0.025,0.1,0.01,0.0005,62.370253164556964,1.5826866562129487,63.97590361445784
GPRGNN,pubmed,0.025,0.025,0.2,0.05,0.0005,83.0119581464873,0.3634137566241663,83.85395537525356
GPRGNN,computers,0.025,0.025,0.5,0.05,0.0,81.31619222528312,3.1968901253048605,81.6860465116279
GPRGNN,photo,0.025,0.025,0.5,0.01,0.0,89.80597220310995,1.0588299888171637,89.05759162303666
GPRGNN,chameleon,0.6,0.2,1.0,0.05,0.0,60.56892778993437,2.6436303388251994,60.54945054945055
GPRGNN,film,0.6,0.2,0.9,0.01,0.0,31.836605446485112,1.478767088822858,31.190789473684212
GPRGNN,squirrel,0.6,0.2,0.0,0.05,0.0,41.37367915465898,1.863716485782569,41.08653846153846
GPRGNN,texas,0.6,0.2,1.0,0.05,0.0005,84.42622950819671,5.399891505573967,87.29729729729729
GPRGNN,cornell,0.6,0.2,0.9,0.05,0.0005,79.67213114754098,6.399744687194469,84.5945945945946
